,Unnamed: 0,filename,artist,title,style,genre,date
11577,13041,68158.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11578,13042,85729.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11579,13043,57689.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11580,13044,26179.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11581,13045,66154.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11582,13046,51272.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11591,13055,52429.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11592,13056,4094.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11594,13058,99546.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11604,13068,67391.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11611,13078,78484.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Lake for Miniature Yachts,Impressionism,genre painting,1888
11619,13087,96066.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11634,13103,65862.jpg,e1587900e782de448f604b37cde0fdfd,Jeanne Hebuterne,Expressionism,portrait,1919
11648,13117,59567.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11650,13119,82327.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11651,13120,89982.jpg,3937af6d364e2f24d1cce16fe3916536,The blow to the heart,Surrealism,symbolic painting,1952
11652,13122,102918.jpg,8cdd41002b7b5c5d112865054a7fe13e,Douple Self-Portrait,Expressionism,self-portrait,
11655,13126,44733.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11662,13133,53722.jpg,62b4406512c45730d2c7c40f5e3d0d12,Gala Éluard,Surrealism,portrait,1924
11664,13135,77097.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The last stand of the Kusunoki at Shijonawate,Ukiyo-e,battle painting,
11671,13142,70941.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11672,13143,41704.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11673,13144,11232.jpg,3937af6d364e2f24d1cce16fe3916536,Pebble,Post-Impressionism,nude painting (nu),1948
11674,13145,100380.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11702,13175,21921.jpg,3937af6d364e2f24d1cce16fe3916536,The infinite recognition ,Surrealism,symbolic painting,1963
11706,13179,45176.jpg,3937af6d364e2f24d1cce16fe3916536,Poster,Surrealism,advertisement,1946
11714,13187,64673.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11717,13191,95491.jpg,8cdd41002b7b5c5d112865054a7fe13e,Japanese Parasol,Japonism,nude painting (nu),
11736,13213,31008.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11746,13225,68254.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11753,13232,86088.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11760,13239,50384.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11767,13246,57649.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11774,13253,25355.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11781,13260,54279.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11787,13266,15820.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11789,13268,99835.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11790,13269,38617.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11809,13291,29982.jpg,8cdd41002b7b5c5d112865054a7fe13e,Artist Begging for Applause,Expressionism,genre painting,1909
11814,13297,96270.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11817,13300,99564.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11855,13339,58514.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11856,13340,89733.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11872,13357,36586.jpg,8cdd41002b7b5c5d112865054a7fe13e,Café in Davos,Expressionism,genre painting,1928
11875,13360,98513.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11892,13378,27069.jpg,8cdd41002b7b5c5d112865054a7fe13e,Self-portrait with Model,Expressionism,self-portrait,
11896,13382,103209.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Kamigashihime stabbing a giant spider,Ukiyo-e,battle painting,
11920,13411,4744.jpg,8cdd41002b7b5c5d112865054a7fe13e,Lovers (The kiss),Cubism,genre painting,1930
11936,13427,76871.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11944,13437,100146.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11948,13441,61921.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11949,13442,88313.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11953,13446,56108.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11970,13466,38349.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11979,13475,27798.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
11982,13478,9462.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Keying Up, The Court Jester",Impressionism,genre painting,
11986,13482,61447.jpg,3937af6d364e2f24d1cce16fe3916536,Homage to Mack Sennett,Surrealism,symbolic painting,1934
12005,13504,48144.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12008,13507,51847.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12009,13508,10002.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12010,13509,99661.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12016,13516,95642.jpg,1468ab18764365ded902fc726aec2c89,Print Gallery,Surrealism,cityscape,1956
12025,13525,48780.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Ready For The Ride,Impressionism,portrait,1877
12027,13528,64027.jpg,1468ab18764365ded902fc726aec2c89,Square Limit,Op Art,tessellation,1964
12030,13532,7101.jpg,1468ab18764365ded902fc726aec2c89,Contrast (Order and Chaos),Surrealism,allegorical painting,1950
12031,13533,10720.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12035,13537,85025.jpg,3937af6d364e2f24d1cce16fe3916536,Landscape,Surrealism,symbolic painting,1926
12037,13539,71656.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12039,13541,15776.jpg,1468ab18764365ded902fc726aec2c89,Sphere Spirals,Op Art,figurative,1958
12048,13550,9483.jpg,3937af6d364e2f24d1cce16fe3916536,The female thief ,Surrealism,symbolic painting,1927
12059,13561,58486.jpg,1468ab18764365ded902fc726aec2c89,Fishes and Scales,Op Art,tessellation,1959
12060,13562,77287.jpg,1468ab18764365ded902fc726aec2c89,Circle Limit IV,Op Art,tessellation,1960
12068,13570,7114.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12070,13572,61540.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Farvel Da Mor,Neo-Romanticism,genre painting,
12081,13584,12335.jpg,1468ab18764365ded902fc726aec2c89,Eight Heads,Op Art,tessellation,1922
12099,13604,33733.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12106,13613,9721.jpg,1468ab18764365ded902fc726aec2c89,Circle Limit III,Op Art,tessellation,1959
12110,13617,75763.jpg,8cdd41002b7b5c5d112865054a7fe13e,Colourful Dance,Expressionism,genre painting,1932
12116,13623,86996.jpg,dc589f213ba7bd398714ac2796b7c0ab,Andromeda,Baroque,mythological painting,c.1638
12120,13627,33057.jpg,129349585c3d1f312535b6619fc36bf7,Peasant Children at rest,Romanticism,portrait,1875
12148,13657,26954.jpg,1468ab18764365ded902fc726aec2c89,Development I,Op Art,tessellation,1937
12151,13660,90516.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12155,13665,48713.jpg,62b4406512c45730d2c7c40f5e3d0d12,The Blue Forest,Surrealism,landscape,1925
12159,13669,73512.jpg,dc589f213ba7bd398714ac2796b7c0ab,St. Ildefonso Receiving a Priest Cloak,Baroque,religious painting,
12165,13676,42971.jpg,1468ab18764365ded902fc726aec2c89,Sphere Surface with Fishes,Op Art,tessellation,1958
12172,13683,96196.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Senegalese soldiers at Camp de Mailly,Post-Impressionism,landscape,1917
12186,13698,94466.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Aristide Bruant in his cabaret,Post-Impressionism,poster,1892
12203,13716,11952.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12204,13717,54865.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12205,13718,93808.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12206,13719,45383.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12214,13727,68362.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12230,13744,5045.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12233,13747,37825.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Krigen Mellom Froskene Og Musene 11,Neo-Romanticism,illustration,1885.0
12239,13753,10315.jpg,8cdd41002b7b5c5d112865054a7fe13e,"Dancing Female Nude, Gret Palucca",Cubism,genre painting,c.1930
12246,13760,98594.jpg,1468ab18764365ded902fc726aec2c89,Circle Limit I,Op Art,tessellation,1958
12267,13781,19754.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Krigen Mellom Froskene Og Musene 09,Neo-Romanticism,illustration,1885.0
12302,13819,102415.jpg,8cdd41002b7b5c5d112865054a7fe13e,Tower Room. Self Portrait with Erna,Expressionism,self-portrait,
12339,13857,94521.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12363,13883,37637.jpg,3937af6d364e2f24d1cce16fe3916536,"Project for a mural, Norine House, Brussels",Surrealism,design,c.1931
12373,13893,60829.jpg,3937af6d364e2f24d1cce16fe3916536,The big family,Surrealism,symbolic painting,1963
12398,13919,86212.jpg,dc589f213ba7bd398714ac2796b7c0ab,Satyr and Girl,Baroque,mythological painting,
12410,13931,44024.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12415,13936,90269.jpg,3937af6d364e2f24d1cce16fe3916536,"Project for a mural, Norine House, Brussels",Surrealism,design,c.1931
12419,13940,48303.jpg,c8041306a183cbaf39ff8cd707c9cc7f,White Bear King Valemon,Symbolism,illustration,1912.0
12427,13948,63314.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12501,14027,87894.jpg,3937af6d364e2f24d1cce16fe3916536,Prince Charming,Surrealism,symbolic painting,1948
12505,14031,103071.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Krigen Mellom Froskene Og Musene 12,Neo-Romanticism,illustration,1885.0
12506,14032,95316.jpg,62b4406512c45730d2c7c40f5e3d0d12,Barbarians Marching to the West,Surrealism,symbolic painting,1937
12527,14055,11323.jpg,8cdd41002b7b5c5d112865054a7fe13e,Self-Portrait with a Model,Expressionism,self-portrait,c.1910
12541,14070,49515.jpg,3937af6d364e2f24d1cce16fe3916536,The sage's carnival,Surrealism,symbolic painting,1947
12543,14072,84044.jpg,8cdd41002b7b5c5d112865054a7fe13e,Female Lover,Expressionism,nude painting (nu),
12544,14073,13393.jpg,3937af6d364e2f24d1cce16fe3916536,Alice in Wonderland,Surrealism,literary painting,1945
12546,14075,13876.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12553,14082,11811.jpg,3937af6d364e2f24d1cce16fe3916536,Memory,Surrealism,allegorical painting,1948
12563,14092,66751.jpg,3937af6d364e2f24d1cce16fe3916536,Good faith,Surrealism,symbolic painting,1965
12577,14106,76539.jpg,62b4406512c45730d2c7c40f5e3d0d12,A little sick horse's leg,Surrealism,symbolic painting,1920
12584,14113,75796.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12604,14133,68862.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,"Nine tailed fox Tamamo no Mae, under her beautiful human form (down)",Ukiyo-e,mythological painting,
12617,14148,15804.jpg,1468ab18764365ded902fc726aec2c89,Gravitation,Surrealism,allegorical painting,1952
12627,14158,10547.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12634,14165,42895.jpg,bc58ed3c3e7750f9644953020a39e867,Madame Louis-Francois Bertin,Neoclassicism,portrait,1834
12635,14166,42763.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Daisies,Neo-Romanticism,sketch and study,
12649,14181,92135.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Soria Moria Slott,Symbolism,illustration,1911.0
12651,14184,51591.jpg,3937af6d364e2f24d1cce16fe3916536,Portrait of E.L.T. Mesens,Surrealism,portrait,1930
12662,14195,72491.jpg,1468ab18764365ded902fc726aec2c89,Sun and Moon,Op Art,tessellation,1948
12670,14203,89548.jpg,8cdd41002b7b5c5d112865054a7fe13e,Mountains in Winter,Expressionism,landscape,1919
12690,14226,94769.jpg,3937af6d364e2f24d1cce16fe3916536,The fine idea,Surrealism,symbolic painting,1964
12707,14243,30459.jpg,bc58ed3c3e7750f9644953020a39e867,"Madame Jean Auguste Dominique Ingres, born Madeleine Chapelle II",Neoclassicism,portrait,
12721,14258,12659.jpg,3937af6d364e2f24d1cce16fe3916536,"Advertisment for ""Norine""",Art Deco,advertisement,c.1925
12739,14276,28534.jpg,bc58ed3c3e7750f9644953020a39e867,The Bather of Valpinçon,Neoclassicism,portrait,1808
12746,14283,63656.jpg,bc58ed3c3e7750f9644953020a39e867,"Mrs Charles Thomas Thruston, born Frances Edwards",Neoclassicism,portrait,
12758,14298,8657.jpg,3937af6d364e2f24d1cce16fe3916536,Georgette Magritte,Surrealism,portrait,1934
12767,14307,50371.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Kveld Paa Soletunet I Eggedal,Realism,landscape,
12782,14324,35200.jpg,8cdd41002b7b5c5d112865054a7fe13e,The Blue Tree,Expressionism,landscape,
12786,14328,63272.jpg,62b4406512c45730d2c7c40f5e3d0d12,The Embalmed Forest,Surrealism,landscape,1933
12804,14347,50422.jpg,e1587900e782de448f604b37cde0fdfd,Germaine Survage with Earrings,Expressionism,portrait,1918
12817,14360,1047.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Fra Mitt Vindu I Schwanthalerstrasse,Realism,landscape,
12826,14370,3338.jpg,3937af6d364e2f24d1cce16fe3916536,Depths of pleasure,Post-Impressionism,nude painting (nu),1948
12830,14374,55142.jpg,8cdd41002b7b5c5d112865054a7fe13e,Street Scene: In Front of the Shop Window,Expressionism,genre painting,1914
12836,14381,100810.jpg,8cdd41002b7b5c5d112865054a7fe13e,Schlemihls in the Loneliness of the Room,Expressionism,literary painting,
12849,14394,80557.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Huldra ,Neo-Romanticism,genre painting,
12856,14401,61358.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12877,14423,65491.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
12898,14446,56415.jpg,8cdd41002b7b5c5d112865054a7fe13e,Coast of Fehmarn,Expressionism,landscape,
12911,14460,37128.jpg,8cdd41002b7b5c5d112865054a7fe13e,Naked girl Behind the Curtain (Franzi),Expressionism,nude painting (nu),1926
12916,14466,15068.jpg,3937af6d364e2f24d1cce16fe3916536,The tomb of the wrestlers,Surrealism,symbolic painting,1960
12918,14468,12894.jpg,8cdd41002b7b5c5d112865054a7fe13e,Reclining Female Nude,Expressionism,nude painting (nu),1931
12931,14481,73810.jpg,8cdd41002b7b5c5d112865054a7fe13e,Portrait of Hans Frisch,Expressionism,portrait,
12965,14516,80870.jpg,3937af6d364e2f24d1cce16fe3916536,Unexpected answer,Surrealism,symbolic painting,1933
12982,14534,25585.jpg,3937af6d364e2f24d1cce16fe3916536,Sheherazade,Surrealism,symbolic painting,1950
12984,14536,51674.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Gutt Paa Hvit Hest,Symbolism,mythological painting,
12985,14537,95998.jpg,3937af6d364e2f24d1cce16fe3916536,Bather between Light and Darkness,Surrealism,symbolic painting,1935
12991,14544,74640.jpg,8cdd41002b7b5c5d112865054a7fe13e,Women Playing with a Ball,Expressionism,genre painting,1932
13006,14561,98845.jpg,8cdd41002b7b5c5d112865054a7fe13e,Kitchen in an Alpine Hut,Expressionism,interior,
13007,14562,14009.jpg,8cdd41002b7b5c5d112865054a7fe13e,"Rhaetian Railway, Davos",Expressionism,landscape,1917
13035,14590,77625.jpg,62b4406512c45730d2c7c40f5e3d0d12,Pomegranate Flower ,Surrealism,landscape,1926
13057,14612,62484.jpg,8cdd41002b7b5c5d112865054a7fe13e,Portrait of Dr. Ludwig Binswanger,Expressionism,portrait,
13064,14619,96483.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Portrait of Mrs. C,Impressionism,portrait,1893
13075,14632,78237.jpg,e1587900e782de448f604b37cde0fdfd,Portrait of a Polish Woman,Expressionism,portrait,
13076,14633,24562.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Lysalver Fanger Skyggetussen,Symbolism,mythological painting,
13082,14639,99509.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Tengu,Ukiyo-e,mythological painting,
13095,14652,32697.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Hun Soper Hver Krok,Neo-Romanticism,landscape,1900.0
13097,14654,5613.jpg,7b016984b86b58f83977299591cf4e38,Untitled,Abstract Expressionism,abstract,1959
13106,14663,25980.jpg,dc589f213ba7bd398714ac2796b7c0ab,The Three Graces,Baroque,mythological painting,1639
13112,14669,95283.jpg,49bb8d79587c2172c6cd04dd705fd891,Shadow (also known as Children by a Window),Impressionism,genre painting,c.1902
13131,14689,35385.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"The Blue Kimono, aka Girl in Blue Kimono",Japonism,portrait,c.1898
13140,14699,77786.jpg,bc58ed3c3e7750f9644953020a39e867,"Madame Jean Auguste Dominique Ingres, born Madeleine Chapelle III",Neoclassicism,portrait,
13150,14709,995.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,End of the season Sun,Impressionism,genre painting,1884
13159,14719,60998.jpg,dc589f213ba7bd398714ac2796b7c0ab,"Isabella Brandt, First Wife",Baroque,portrait,1610
13175,14735,66453.jpg,3937af6d364e2f24d1cce16fe3916536,The treachery of images (This is not a pipe),Surrealism,symbolic painting,1948
13182,14742,76436.jpg,c8041306a183cbaf39ff8cd707c9cc7f,She Is Making Her Way Through the Country ,Neo-Romanticism,genre painting,1900.0
13189,14749,19307.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Det Sner Og Det Sner,Neo-Romanticism,animal painting,
13192,14752,36289.jpg,3937af6d364e2f24d1cce16fe3916536,Sheherazade,Surrealism,symbolic painting,c.1950
13212,14772,6162.jpg,1468ab18764365ded902fc726aec2c89,Still Life with Spherical Mirror,Surrealism,still life,1934
13215,14776,6781.jpg,8cdd41002b7b5c5d112865054a7fe13e,Witch and Scarecrow in the Snow,Expressionism,landscape,1932
13222,14783,25920.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Gamle Hus Ved Sole,Realism,landscape,
13247,14811,84803.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Echo ,Neo-Romanticism,landscape,1888.0
13267,14831,30688.jpg,dc589f213ba7bd398714ac2796b7c0ab,Allegory on Emperor Charles as Ruler of Vast Realms,Baroque,portrait,c.1604
13268,14832,95513.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Poor man,Neo-Romanticism,genre painting,1900.0
13321,14888,31308.jpg,8cdd41002b7b5c5d112865054a7fe13e,Head of a Sick Man. Self-Portrait,Expressionism,self-portrait,1918
13332,14899,65664.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,"Interior, Bedroom with Two Figures",Intimism,interior,1904
13350,14918,101698.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
13402,14974,4948.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,"Jardin de Paris, May Belfort, Plakat",Art Nouveau (Modern),portrait,1883
13432,15010,35198.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Unknown title,Neo-Romanticism,genre painting,
13444,15023,59535.jpg,dc589f213ba7bd398714ac2796b7c0ab,Albert and Nicolaas Rubens,Baroque,portrait,1627
13454,15033,17582.jpg,dc589f213ba7bd398714ac2796b7c0ab,Rape of the Daughters of Leucippus,Baroque,mythological painting,c.1618
13455,15034,39239.jpg,8cdd41002b7b5c5d112865054a7fe13e,Self-portrait,Expressionism,self-portrait,c.1925
13477,15058,10830.jpg,62b4406512c45730d2c7c40f5e3d0d12,The Entire City,Surrealism,cityscape,1936
13490,15071,82506.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,La Goulue and Paul Lescau,Art Nouveau (Modern),genre painting,1894
13494,15075,34172.jpg,3937af6d364e2f24d1cce16fe3916536,Early morning,Surrealism,symbolic painting,1942
13504,15085,88286.jpg,7b016984b86b58f83977299591cf4e38,Blue Balls,Lyrical Abstraction,abstract,1960
13518,15100,69822.jpg,dc589f213ba7bd398714ac2796b7c0ab,Venus and Adonis,Baroque,mythological painting,c.1614
13543,15129,38964.jpg,8cdd41002b7b5c5d112865054a7fe13e,The Soldier Bath,Expressionism,genre painting,
13553,15140,50994.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Marigolds and Tangerines,Magic Realism,still life,1924
13562,15150,7363.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Jane Avril,Art Nouveau (Modern),poster,1893
13581,15170,65672.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Back Of A Nude,Impressionism,nude painting (nu),1888
13622,15211,22827.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Det Doeende Bergtrollet,Neo-Romanticism,illustration,1892.0
13629,15218,7024.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Child, Horse, Flower and Snake",Surrealism,abstract,1927
13646,15236,15500.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Chateau Gaillard at Andelys,Magic Realism,landscape,1924
13653,15243,83519.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""A Week of Kindness""",Surrealism,illustration,1934
13658,15248,14321.jpg,62b4406512c45730d2c7c40f5e3d0d12,Commonplaces,Surrealism,symbolic painting,1971
13667,15257,24018.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Insects,Realism,sketch and study,
13679,15269,561.jpg,dc589f213ba7bd398714ac2796b7c0ab,The Four Evangelists,Baroque,religious painting,c.1614
13683,15273,26627.jpg,1468ab18764365ded902fc726aec2c89,Scholastica (Flying Witch),Expressionism,illustration,1931
13704,15294,88134.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Lava skraedder,Realism,sketch and study,
13738,15329,101938.jpg,3937af6d364e2f24d1cce16fe3916536,Island of Treasures,Surrealism,symbolic painting,1942
13739,15330,6805.jpg,62b4406512c45730d2c7c40f5e3d0d12,"Illustration to ""Mainacht in Vienna"", Leo Perutz",Surrealism,illustration,
13742,15333,80671.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Troldkjaerringer,Neo-Romanticism,mythological painting,
13749,15341,2317.jpg,8cdd41002b7b5c5d112865054a7fe13e,Cake-Walk ,Expressionism,genre painting,
13760,15352,82684.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Jomfruland,Realism,landscape,1893.0
13777,15369,97799.jpg,3937af6d364e2f24d1cce16fe3916536,The face of genius,Surrealism,symbolic painting,1926
13780,15372,98666.jpg,8cdd41002b7b5c5d112865054a7fe13e,View into a Cafe,Expressionism,genre painting,1935
13798,15391,10544.jpg,62b4406512c45730d2c7c40f5e3d0d12,Wizard Woman,Surrealism,symbolic painting,1941
13801,15394,79860.jpg,e1587900e782de448f604b37cde0fdfd,Boy in Shorts,Expressionism,portrait,1918
13826,15420,73062.jpg,62b4406512c45730d2c7c40f5e3d0d12,Commonplaces,Surrealism,symbolic painting,1971
13833,15427,6516.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait of Berlioz,Art Nouveau (Modern),portrait,1902
13839,15433,17058.jpg,129349585c3d1f312535b6619fc36bf7,Portrait of Grand Princess Maria Nikolayevna,Romanticism,portrait,1905
13840,15434,70644.jpg,dc589f213ba7bd398714ac2796b7c0ab,Susanna and the Elders,Baroque,religious painting,c.1611
13854,15448,12240.jpg,dc589f213ba7bd398714ac2796b7c0ab,"The Landing at Marseilles, 3rd November 1600",Baroque,history painting,1625
