,Unnamed: 0,filename,artist,title,style,genre,date
3090,3489,2129.jpg,452561351a1599b602e7aded3afeff6a,Two laughing boys with a beer mug,Baroque,portrait,c.1627
3091,3490,97524.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Portrait of a Man (Konrad Peutinger) ,Northern Renaissance,portrait,
3093,3492,38455.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Self-Portrait with Straw Hat,Post-Impressionism,self-portrait,1887
3095,3494,38318.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Woman with a Child on Her Lap,Realism,genre painting,1883
3098,3497,66294.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,Portrait of Henry VIII ,Northern Renaissance,portrait,1540
3099,3498,87707.jpg,452561351a1599b602e7aded3afeff6a,The Merry Drinker,Baroque,portrait,1630
3101,3500,61332.jpg,34af3fde07e283bb8c99f8de85e5f94d,"The Queen of Heaven and angels pla (Frescoes in the Palazzo Quirinale, Cappella dell'Annunciata, vault fresco scene)",Baroque,religious painting,
3103,3502,53944.jpg,450fc8bc8b9924db9bd48172f6498d3b,The sleeping church,Rococo,allegorical painting,1729
3105,3505,75781.jpg,a6027a4ba71b61a55ea598379c9d508c,Study for Semiramis Building Babylon,Impressionism,sketch and study,1861
3106,3506,79029.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,"Captured statues and siege equipment, a representation of a captured City and inscriptions (Triumph of Caesar)",High Renaissance,history painting,1500
3108,3508,1352.jpg,5f766392b0bb21a9a771c4675efccd5f,Snow Maiden,Romanticism,mythological painting,1899.0
3109,3509,74253.jpg,16548363e96f1c64ca498fd00352df9a,Fanny Cornforth,Romanticism,portrait,1868
3110,3510,20924.jpg,062244b785e58518f2f189329633c59e,Portrait of Lyudmila Chirikova,Art Nouveau (Modern),portrait,1922.0
3113,3513,58737.jpg,40f86d376acde0d9862ce7493745bdae,A Soft Watch Put in the Appropriate Place to Cause a Young Ephebe to Die and Be Resuscitated by Excess of Satisfaction (unfinished),Neoclassicism,symbolic painting,1979
3118,3519,77621.jpg,3cc9a44380296d93e68b71a27643c25f,"Houses in Provence, near Gardanne",Post-Impressionism,landscape,1886
3120,3523,80388.jpg,452561351a1599b602e7aded3afeff6a,Portrait of Jasper Schade van Westrum,Baroque,portrait,1645
3122,3525,8887.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Head of an apostle,Northern Renaissance,sketch and study,
3123,3527,75474.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Herreguud Lok Op Da Jenter,Realism,genre painting,
3126,3530,74755.jpg,34af3fde07e283bb8c99f8de85e5f94d,John the Baptist,Baroque,religious painting,1640
3127,3531,36595.jpg,83518d02afc5754dd9e79985f56c3355,"The Place de la Republique, Paris",Post-Impressionism,cityscape,
3129,3533,40342.jpg,450fc8bc8b9924db9bd48172f6498d3b,Portrait of Madam Salter,Baroque,portrait,1744
3130,3534,89680.jpg,452561351a1599b602e7aded3afeff6a,Portrait of an Unknown Man ,Baroque,portrait,1663
3131,3535,56394.jpg,46200eee40e22039aef7a5944bb445c9,Landscape with cloudy sky,Art Nouveau (Modern),landscape,c.1904
3132,3536,96520.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,Study for the Family Portrait of Thomas More,Northern Renaissance,sketch and study,
3133,3539,84614.jpg,83e9823eb4868ca162fd3b7adff70096,"Semiramide, spidocchiatrice di straccioni",Romanticism,genre painting,1854
3136,3545,45793.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,The victory of virtue,High Renaissance,allegorical painting,
3137,3546,86237.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Dog Car,Impressionism,genre painting,1880
3139,3549,8596.jpg,34af3fde07e283bb8c99f8de85e5f94d,Assumption,Baroque,religious painting,1600
3142,3553,90103.jpg,3cc9a44380296d93e68b71a27643c25f,Portrait of Madame Cezanne,Post-Impressionism,portrait,c.1885
3143,3554,83626.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Self Portrait,Romanticism,self-portrait,c.1840
3146,3557,88247.jpg,1950e9aa6ad878bc2a330880f77ae5a1,A boy with pipe,Post-Impressionism,genre painting,1905
3147,3558,73925.jpg,3b4ee6d6140803ebef405983f23ffcc1,Still life with sugar candy (part of signboard in Didube) ,Naïve Art (Primitivism),still life,
3148,3559,13105.jpg,b59f3b556ce036d42a93dea4c3f1ba48,Portrait of Nathaniel Hurd,Neoclassicism,portrait,1766
3150,3561,94979.jpg,51b72626792ce4fabab05000bac62e7d,Bathing Women,Academicism,nude painting (nu),c.1898
3151,3562,14414.jpg,8cdd41002b7b5c5d112865054a7fe13e,Frauenkirche,Expressionism,cityscape,1908
3153,3565,63178.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,Portrait of Charles de Solier ,Northern Renaissance,portrait,c.1535
3154,3566,56674.jpg,ede635e53e1b4a905bbea74de30371cf,Venus and the Lute Player,Mannerism (Late Renaissance),mythological painting,c.1560
3155,3567,30467.jpg,8f59e3f70611b198f0536f60187cb64b,The Triumph of Frederic-Henri ,Baroque,allegorical painting,1651
3156,3569,20831.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Still Life with Lobsters,Romanticism,still life,1827
3159,3574,90409.jpg,7e4dc558dfaf1fde7eb908e370393d00,Sailing boats at Argenteuil,Impressionism,landscape,c.1888
3161,3576,61411.jpg,2cd87bc71a43270dc7ce0917f6f6d980,"Poster advertising 'A Comedy of Sighs', a play by John Todhunter",Art Nouveau (Modern),poster,1894
3163,3578,19903.jpg,450fc8bc8b9924db9bd48172f6498d3b,"Untitled, dubbed The Shrimp Girl, sometimes The Saleswoman of Crabs ",Rococo,portrait,c.1745
3165,3580,49968.jpg,452561351a1599b602e7aded3afeff6a,"Portrait of a woman, possibly Sara Wolphaerts van Diemen",Baroque,portrait,
3167,3582,41115.jpg,bc58ed3c3e7750f9644953020a39e867,"Andre Benoit Barreau, called Taurel",Neoclassicism,portrait,
3169,3584,17001.jpg,062244b785e58518f2f189329633c59e,Illustration for the Literary almanac of publisher Rosehip,Art Nouveau (Modern),illustration,1907.0
3170,3585,22358.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,"The Riot or Scene of Revolution, or Destruction of Sodome",Realism,genre painting,
3171,3586,18655.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Visitation with St. Anne and St. John the Stigmata of St.Francis,Early Renaissance,religious painting,1473
3172,3587,45829.jpg,a7b6670e2d23f415998849a8fdedae18,The Birth of John the Baptist,Mannerism (Late Renaissance),religious painting,c.1554
3173,3588,67373.jpg,ede635e53e1b4a905bbea74de30371cf,Portrait of a painter with a palm tree,Mannerism (Late Renaissance),portrait,1561
3174,3589,24981.jpg,3cc9a44380296d93e68b71a27643c25f,The House and the Tree ,Impressionism,cityscape,c.1874
3177,3592,13777.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Husmann,Neo-Romanticism,landscape,
3178,3593,48458.jpg,40f86d376acde0d9862ce7493745bdae,"Dawn, Noon, Sunset and Dusk",Surrealism,symbolic painting,1979
3179,3594,2375.jpg,bfb541e54ad5c7320e8f80e2a2163e93,View of lake Suwa,Ukiyo-e,landscape,
3180,3595,15904.jpg,a6027a4ba71b61a55ea598379c9d508c,The Box at the Opera,Impressionism,interior,1880
3183,3598,56902.jpg,c8041306a183cbaf39ff8cd707c9cc7f,I Spindervevet,Neo-Romanticism,mythological painting,
3184,3599,16724.jpg,3cc9a44380296d93e68b71a27643c25f,Apples and Oranges ,Post-Impressionism,still life,c.1900
3185,3600,100459.jpg,549f47b9a8d2d45ff0b3863c8e6281fd,Wealth is looking,Baroque,genre painting,1663
3186,3601,14107.jpg,bfb541e54ad5c7320e8f80e2a2163e93,A woman ghost appeared from a well,Ukiyo-e,mythological painting,
3187,3602,66591.jpg,ede635e53e1b4a905bbea74de30371cf,Violante,High Renaissance,portrait,1518
3189,3604,13315.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Portrait of the Sultan of Morocco,Orientalism,portrait,1862
3196,3612,30041.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Dr. Tapie Celeyran in a corridor of the French Comedy,Art Nouveau (Modern),portrait,1894
3198,3614,54570.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Konseimao hanzui beset by demons,Ukiyo-e,mythological painting,
3199,3615,66099.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Last Crumbs (In The Restaurant La Mie),Post-Impressionism,genre painting,1891
3201,3619,74893.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,Prisonnniers,High Renaissance,history painting,1506
3202,3620,62625.jpg,3cc9a44380296d93e68b71a27643c25f,The Lac d'Annecy ,Post-Impressionism,landscape,1896
3203,3621,26809.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,Portrait of Erasmus of Rotterdam Writing,Northern Renaissance,portrait,1523
3204,3622,1059.jpg,9c948f31fc16aca442cc91e7fe05fb95,The Boy with Cherries,Realism,genre painting,1859
3206,3625,84809.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Poster advertising 'The Spinster's Scrip',Art Nouveau (Modern),poster,
3207,3626,44051.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Portrait of Countess A. de Toulouse Lautrec,Post-Impressionism,portrait,c.1886
3208,3627,62354.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,"At the Moulin Rouge, The Dance",Art Nouveau (Modern),genre painting,1890
3209,3628,94357.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,Julius Caesar on a triumphal car,High Renaissance,history painting,1506
3212,3634,100077.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Toki Jurozaemon Mitsuchika,Ukiyo-e,battle painting,
3213,3636,7971.jpg,de42ef05d5901837bbe974fdb3c30ba5,The Woman in the Waves (The Bather),Realism,nude painting (nu),1868
3214,3637,101504.jpg,34af3fde07e283bb8c99f8de85e5f94d,Saint Mark,Baroque,religious painting,1621
3216,3639,90069.jpg,798f3d6f62293e3eec1d80bc385ecc36,Crevole Madonna,Proto Renaissance,,c.1280
3218,3642,51095.jpg,452561351a1599b602e7aded3afeff6a,"Portrait of a man, possibly Nicolaes Hasselaer",Baroque,portrait,1635
3219,3643,66988.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Oleanders and Books,Post-Impressionism,still life,1888
3220,3644,58358.jpg,234c8d1df0b49b512791078cf00cf352,The Seine at Bougival,Impressionism,landscape,1872
3221,3645,14816.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Vase with Daisies and Anemones,Post-Impressionism,flower painting,1887
3223,3647,19600.jpg,b6095eab35b7f0abfbe5687ed8329293,Prince Balthasar Carlos on horseback,Baroque,portrait,1635
3224,3649,18584.jpg,b36edf57ed623e40e433565053f5f6ca,Plungers II,Purism,genre painting,1942.0
3225,3651,50227.jpg,b36edf57ed623e40e433565053f5f6ca,Ball bearing,Constructivism,still life,1926.0
3228,3655,13930.jpg,072592d6fa48c2ef2d5d248c0478e890,"The Virgin and Child with St. James and St. Dominic Presenting the Donors and their Family, known as the Virgin of Jacques Floreins",Northern Renaissance,religious painting,c.1490
3229,3656,75023.jpg,2cd87bc71a43270dc7ce0917f6f6d980,The Toilet of Salome II,Art Nouveau (Modern),illustration,
3231,3659,32147.jpg,dd4989789d310581024ae2b9203d5439,Still Life with Fruit,Impressionism,still life,1881
3232,3660,6922.jpg,46200eee40e22039aef7a5944bb445c9,The 100 crowns bill,Art Nouveau (Modern),design,1910
3233,3661,49258.jpg,062244b785e58518f2f189329633c59e,"Costume design for the Opera, The Golden Cockerel, by Nikolai Rimsky-Korsakov ",Art Nouveau (Modern),design,1909.0
3234,3662,53090.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Troll at the Karl Johan Street,Neo-Romanticism,mythological painting,1892.0
3235,3663,12271.jpg,b36edf57ed623e40e433565053f5f6ca,Contrast of Forms,Cubism,abstract,1913.0
3236,3664,18098.jpg,bc58ed3c3e7750f9644953020a39e867,"Madame Franz Adolf von Stuerler, born Matilda Jarman",Neoclassicism,portrait,
3238,3667,28952.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Tamatori being pursued bya dragon,Ukiyo-e,mythological painting,
3239,3668,27109.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Confrontation of knights in the countryside,Romanticism,history painting,1834
3248,3679,53246.jpg,481c5c92d55717167e01821144a54635,"Chestnut Trees, Louveciennes, Winter",Impressionism,landscape,1872
3259,3690,73108.jpg,34af3fde07e283bb8c99f8de85e5f94d,Saint Matthew,Baroque,religious painting,1621
3260,3691,36095.jpg,c8041306a183cbaf39ff8cd707c9cc7f,May,Neo-Romanticism,illustration,1890.0
3261,3692,99003.jpg,5fc2ffdd3d24ab503edd9a271dc379bd,Country concert,Romanticism,genre painting,1857
3262,3693,51874.jpg,83518d02afc5754dd9e79985f56c3355,St.Martin,Post-Impressionism,cityscape,
3264,3697,1605.jpg,1e595d48fcdc7832cb923efc35aa8da4,Sugar Ray Robinson,Neo-Expressionism,abstract,1982.0
3266,3699,27684.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The blossoming field,Magic Realism,landscape,1912
3268,3702,59698.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Francois-Marius Granet,Neoclassicism,portrait,1807
3269,3703,87343.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Sofa,Post-Impressionism,genre painting,1896
3271,3705,68163.jpg,2cd87bc71a43270dc7ce0917f6f6d980,The Fall of the House of Usher,Art Nouveau (Modern),illustration,
3272,3706,4834.jpg,2cd87bc71a43270dc7ce0917f6f6d980,No. 1,Art Nouveau (Modern),design,
3274,3708,11874.jpg,b36edf57ed623e40e433565053f5f6ca,Propellers 2nd state,Cubism,genre painting,1918.0
3275,3709,41579.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Farmhouses in Loosduinen near The Hague at Twilight,Realism,landscape,1883
3279,3713,28449.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Flower pot with Asters,Post-Impressionism,flower painting,1886
3280,3714,18608.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,Trumpet players,High Renaissance,history painting,1506
3281,3715,52904.jpg,46200eee40e22039aef7a5944bb445c9,Girl in rose,Art Nouveau (Modern),portrait,1898
3282,3716,40970.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,St. Magdalene in the Desert,Romanticism,religious painting,c.1852
3285,3719,39726.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Yui,Ukiyo-e,portrait,
3286,3720,60051.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Autumn,Ukiyo-e,landscape,
3287,3721,52317.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Honfleur in the mist,Magic Realism,cityscape,1911
3288,3722,76868.jpg,2cd87bc71a43270dc7ce0917f6f6d980,The Stomach Dance,Art Nouveau (Modern),illustration,1893
3289,3723,77686.jpg,ede635e53e1b4a905bbea74de30371cf,Portrait of Philip II,Mannerism (Late Renaissance),portrait,c.1553
3290,3724,9395.jpg,db1318d32df7428076e03513ebf762bb,Apollo's Chariot,Symbolism,mythological painting,c.1908
3291,3725,35426.jpg,5f766392b0bb21a9a771c4675efccd5f,Last Judgment,Romanticism,religious painting,
3292,3726,5744.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Nude,Northern Renaissance,nude painting (nu),1493
3293,3727,16468.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Standing Female Nude Seen from the Back,Post-Impressionism,sketch and study,c.1886
3294,3728,79445.jpg,d8a3c897c506be7de91d8f892f14f934,Le Coteau  ,,landscape,1914.0
3295,3730,55582.jpg,129349585c3d1f312535b6619fc36bf7,Portrait of the Artist's Wife,Romanticism,portrait,
3297,3732,13683.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The station Kambara,Ukiyo-e,genre painting,
3298,3733,56868.jpg,b36edf57ed623e40e433565053f5f6ca,Composition,Cubism,abstract,1919.0
3299,3734,7866.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Seated Man with a Beard,Realism,sketch and study,1886
3300,3735,34166.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Woman with the Parrot,Magic Realism,nude painting (nu),1909
3302,3738,81110.jpg,a7b6670e2d23f415998849a8fdedae18,Portrait of the sculptor Jacopo Sansovino,Mannerism (Late Renaissance),portrait,1570
3306,3742,52197.jpg,a6027a4ba71b61a55ea598379c9d508c,Dancers,Impressionism,genre painting,
3308,3744,10937.jpg,452561351a1599b602e7aded3afeff6a,Shrovetide Revellers (The Merry Company) ,Baroque,portrait,c.1615
3309,3745,11217.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Landscape with Bridge across the Oise,Post-Impressionism,landscape,1890
3310,3746,73174.jpg,79f6b47483600c140c91e901f746a368,Love`s Resistance,Neoclassicism,allegorical painting,1885
3312,3749,14400.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Nymph,Northern Renaissance,mythological painting,
3313,3750,42426.jpg,30134467c49a3350f74b4311506f8386,The exit of the bath,Intimism,nude painting (nu),c.1930
3315,3752,32029.jpg,062244b785e58518f2f189329633c59e,"Illustration for the fairytale ""White duck""",Art Nouveau (Modern),illustration,1902.0
3317,3754,20981.jpg,4efe284a888c4bd2e3f030be256251ee,San Marco Square (Venice),Rococo,veduta,c.1743
3319,3756,63836.jpg,1950e9aa6ad878bc2a330880f77ae5a1,The Tragedy,Symbolism,genre painting,1903
3320,3757,39709.jpg,34af3fde07e283bb8c99f8de85e5f94d,St. Joseph,Baroque,religious painting,
3321,3758,479.jpg,8cdd41002b7b5c5d112865054a7fe13e,Mask Dance,Cubism,genre painting,1929
3322,3759,85402.jpg,2cd87bc71a43270dc7ce0917f6f6d980,"Design for the Frontispiece to ""Plays"" by John Davidson",Art Nouveau (Modern),design,
3323,3761,62322.jpg,8f59e3f70611b198f0536f60187cb64b,"As the Old Sang, So the young Pipe",Baroque,genre painting,1640
3325,3764,7474.jpg,1950e9aa6ad878bc2a330880f77ae5a1,Life,Symbolism,symbolic painting,1903
3326,3765,49751.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,Trumpeters,High Renaissance,history painting,1506
3327,3766,47432.jpg,79f6b47483600c140c91e901f746a368,Little sulky,Realism,portrait,1888
3329,3768,76350.jpg,bc58ed3c3e7750f9644953020a39e867,"Portrait of a Man, possible Edmé Bochet",Neoclassicism,portrait,
3330,3769,52295.jpg,79f6b47483600c140c91e901f746a368,Breton Brother and Sister,Neoclassicism,portrait,1871
3331,3770,97578.jpg,397c63db1c7b507d23abff3f8bb0fa18,Jacob Wrestling with the Angel,Baroque,religious painting,c.1659
3332,3771,33183.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Porcelain pot with open fan,Ukiyo-e,still life,
3333,3772,75040.jpg,34af3fde07e283bb8c99f8de85e5f94d,St. John the Evangelist,Baroque,religious painting,1620
3334,3773,47926.jpg,d41c502f1b4faa29dcc0214c4e3dc33d,Portrait of Maximilian I of Mexico ,Neoclassicism,portrait,
3335,3774,93225.jpg,51b72626792ce4fabab05000bac62e7d,Interior of a Mosque,Orientalism,genre painting,1870
3337,3776,36579.jpg,34af3fde07e283bb8c99f8de85e5f94d,Loth and her daughters fleeing Sodome,Baroque,religious painting,1616
3339,3778,33058.jpg,234c8d1df0b49b512791078cf00cf352,Farm to Höllenkaff,Impressionism,landscape,1874
3341,3780,22230.jpg,b59f3b556ce036d42a93dea4c3f1ba48," Portrait of Mrs. John Stevens (Judith Sargent, later Mr. John Murray)",Neoclassicism,portrait,1772
3343,3783,48982.jpg,b36edf57ed623e40e433565053f5f6ca,Machine elements,Cubism,still life,1919.0
3344,3784,70800.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna and Child with St. Catherine and St. Rosa,,religious painting,1495
3346,3786,101778.jpg,2cd87bc71a43270dc7ce0917f6f6d980,The Mirror of Love,Art Nouveau (Modern),illustration,
3348,3791,62133.jpg,8f59e3f70611b198f0536f60187cb64b,The Childhood of Zeus,Baroque,mythological painting,c.1640
3349,3792,41129.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,A man confronted with an apparition of the Fox goddess,Ukiyo-e,mythological painting,
3350,3793,53830.jpg,aceaa52f487dd19129857232b2eeb3d5,Morning,Symbolism,nude painting (nu),
3351,3794,85136.jpg,79f6b47483600c140c91e901f746a368,The return of the market,Neoclassicism,portrait,1869
3352,3795,53084.jpg,8f59e3f70611b198f0536f60187cb64b,Infant Jupiter Fed by the Goat Amalthea,Baroque,mythological painting,1635
3354,3797,69194.jpg,3a320926ef941d53716127548523450c,Ulysses Deriding Polyphemus,Romanticism,marina,1829
3355,3798,64333.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Title page,Art Nouveau (Modern),illustration,1896
3357,3800,70803.jpg,dc589f213ba7bd398714ac2796b7c0ab,Head and Right Hand of a Woman,Baroque,sketch and study,
3359,3802,18397.jpg,ede635e53e1b4a905bbea74de30371cf,The Worship of Venus,High Renaissance,mythological painting,1518
3360,3805,64028.jpg,2cd87bc71a43270dc7ce0917f6f6d980,La Beale Isoud at Joyous Gard,Art Nouveau (Modern),illustration,1894
3362,3808,67988.jpg,234c8d1df0b49b512791078cf00cf352,Small Meadows in Spring,Impressionism,landscape,1880
3363,3809,50436.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Girl in White in the Woods,Realism,genre painting,1882
3365,3811,56853.jpg,aceaa52f487dd19129857232b2eeb3d5,Flowers and Fruit,Realism,still life,1865
3366,3812,76964.jpg,a7b6670e2d23f415998849a8fdedae18,Frederick II conquered Parma in 1521,Mannerism (Late Renaissance),battle painting,1579
3367,3813,73840.jpg,234c8d1df0b49b512791078cf00cf352,The straw Rent,Impressionism,landscape,1888
3368,3814,62199.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Det var nord i droebak,Neo-Romanticism,sketch and study,
3373,3819,67497.jpg,c16781c4321948227193214b68477a5c,Mrs. Edward L. Davis and Her Son Livingston,Realism,portrait,1890
3374,3820,29305.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Venus,Post-Impressionism,sketch and study,c.1887
3375,3821,507.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Miners' wives carrying sacks of coal,Realism,genre painting,1882
3376,3822,73437.jpg,1e595d48fcdc7832cb923efc35aa8da4,Eroica I ,Neo-Expressionism,abstract,1988.0
3377,3823,37219.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Nozarashi Gosuke carrying a long sword,Ukiyo-e,battle painting,
3378,3824,10264.jpg,b36edf57ed623e40e433565053f5f6ca,Mona Lisa with the keys,Purism,figurative,1930.0
3379,3825,32228.jpg,397c63db1c7b507d23abff3f8bb0fa18,Self-portrait,Baroque,self-portrait,1659
3381,3827,70726.jpg,c16781c4321948227193214b68477a5c,Lord Ribblesdale,Realism,portrait,1902
3383,3831,44402.jpg,3a320926ef941d53716127548523450c,Chichester Canal,Romanticism,landscape,c.1828
3386,3836,80055.jpg,46200eee40e22039aef7a5944bb445c9,Figure study of Tristan,Art Nouveau (Modern),sketch and study,c.1915
3389,3839,9644.jpg,30134467c49a3350f74b4311506f8386,Not detected,Post-Impressionism,landscape,1937
3391,3841,25561.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Isolde,Art Nouveau (Modern),illustration,
3392,3842,43489.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Greyhound ,Northern Renaissance,animal painting,
3393,3843,51240.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Store Fisken Som Papa Fikk Paa Kroken,Realism,sketch and study,
3395,3845,5153.jpg,b36edf57ed623e40e433565053f5f6ca,The Staircase,Tubism,cityscape,1914.0
3396,3846,88559.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Combing Her Hair,Impressionism,nude painting (nu),1890
3397,3847,21340.jpg,46200eee40e22039aef7a5944bb445c9,Draft drawings for a cabinet in the headquarters of the Vienna Workshop,Art Nouveau (Modern),design,1903
3398,3849,87736.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Standing Female Nude Seen from the Side,Post-Impressionism,nude painting (nu),1886
3399,3852,64331.jpg,bc0ddf03c667c5edb17982be481ef360,not identified,Expressionism,portrait,
3400,3853,39868.jpg,40f86d376acde0d9862ce7493745bdae,Autumn Sonata,Surrealism,genre painting,1945
3401,3854,92089.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Gamle Kirke Den,Neo-Romanticism,landscape,
3405,3859,85065.jpg,8f59e3f70611b198f0536f60187cb64b,Saint John the Baptist,Baroque,religious painting,
3406,3860,65194.jpg,062244b785e58518f2f189329633c59e,"Costume design for the Opera, The Golden Cockerel, by Nikolai Rimsky-Korsakov ",Art Nouveau (Modern),design,1909.0
3407,3861,70935.jpg,d2a12d1486da7fdfeb74b488075cf1f6,The Titan`s Goblet,Romanticism,mythological painting,1833
3408,3862,61499.jpg,062244b785e58518f2f189329633c59e,"Sketch for the Opera, The Golden Cockerel, by Nikolai Rimsky-Korsakov ",Art Nouveau (Modern),design,1908.0
3409,3863,32724.jpg,34af3fde07e283bb8c99f8de85e5f94d,Saint Roch,Baroque,religious painting,1617
3411,3865,8953.jpg,b36edf57ed623e40e433565053f5f6ca,Three sisters,Cubism,portrait,1952.0
3412,3866,74590.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Head of a Fisherman with a Sou'wester,Realism,portrait,1883
3413,3868,66972.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Cottages,Realism,landscape,1883
3414,3869,6817.jpg,549f47b9a8d2d45ff0b3863c8e6281fd,Winning speaker,Baroque,genre painting,
3416,3871,64280.jpg,b36edf57ed623e40e433565053f5f6ca,The Camper,Naïve Art (Primitivism),genre painting,1954.0
3417,3872,36894.jpg,234c8d1df0b49b512791078cf00cf352,His at Suresne,Impressionism,landscape,1874
3420,3875,48343.jpg,b36edf57ed623e40e433565053f5f6ca,Acrobats in gray,Cubism,genre painting,1944.0
3422,3877,35427.jpg,bf1d0c9118c5c4d6973bfeb5d7657d83,In Werner's Rowing Boat,Impressionism,nude painting (nu),1917
3423,3878,48407.jpg,3b4ee6d6140803ebef405983f23ffcc1,"Signboard ""Tsarapi""",Naïve Art (Primitivism),,
3428,3883,62015.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Excalibur in the Lake,Art Nouveau (Modern),illustration,
3429,3885,20478.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Poster,Art Nouveau (Modern),poster,
3431,3887,43092.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Uoya Danshichi Kurobel pouring a bucket of water over himself,Ukiyo-e,portrait,
3432,3888,38437.jpg,30134467c49a3350f74b4311506f8386,Model in Backligh,Intimism,nude painting (nu),1908
3433,3889,10741.jpg,2cd87bc71a43270dc7ce0917f6f6d980,How La Beale Isoud Wrote to Sir Tristram  ,Art Nouveau (Modern),illustration,
3435,3892,67949.jpg,0eb4b764437df0fa2b50efd963bd4f83,Look at Barbizon,Realism,landscape,c.1850
3436,3893,73993.jpg,234c8d1df0b49b512791078cf00cf352,First Snow in Louveciennes,Impressionism,cityscape,1870
3437,3894,57171.jpg,db1318d32df7428076e03513ebf762bb,Pandora,Symbolism,mythological painting,c.1914
3438,3895,41050.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Mrs Patrick Campbell,Art Nouveau (Modern),illustration,
3439,3896,21839.jpg,e1587900e782de448f604b37cde0fdfd,The beggar of Livorne,Expressionism,portrait,1909
3440,3897,11480.jpg,16548363e96f1c64ca498fd00352df9a,The Garland,Romanticism,genre painting,1874
3441,3898,26821.jpg,a7b6670e2d23f415998849a8fdedae18,The Battle of Zara,Mannerism (Late Renaissance),battle painting,
3442,3900,88132.jpg,c8041306a183cbaf39ff8cd707c9cc7f,March,Neo-Romanticism,illustration,1890.0
