,Unnamed: 0,filename,artist,title,style,genre,date
19714,22068,15324.jpg,d102cde968c819e615f13f13ade83a3c,not identified,Post-Impressionism,nude painting (nu),
19720,22074,56953.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
19728,22082,58781.jpg,e30d5f45c6dc5527ed6a99dda601fc21,Magnolias on Gold Velvet Cloth,Realism,flower painting,1890.0
19740,22096,41007.jpg,ce3d8977aae5986601232aa58d15282a,Lilacs,Realism,flower painting,
19753,22109,34105.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
19755,22111,31203.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Nude at the Stove,Post-Impressionism,nude painting (nu),1900
19759,22115,65294.jpg,79ddbb43684a7a8d5c8bf372e9f151dd,Cabeça = linha – força. Complementarismo orgânico,Futurism,figurative,1913
19760,22116,44291.jpg,831614e9da7ff241dc5783f098dd0107,Woman with a mandolin ,Cubism,nude painting (nu),1950.0
19767,22123,2887.jpg,d34a660a6897d54c215dd65450b198e0,Landscape with cows ,Neoclassicism,animal painting,
19772,22130,39153.jpg,397c63db1c7b507d23abff3f8bb0fa18,Rembrandt as Shepherd,Baroque,self-portrait,1636
19800,22161,4752.jpg,131f6c460383023d9ecd361d4e740902,Reclining Nude,Magic Realism,nude painting (nu),1922.0
19802,22163,102306.jpg,5f5b31e07a9f529fab95992e6ef63c47,Calypso's Reception of Telemachus and Me,Neoclassicism,mythological painting,1801
19809,22173,2828.jpg,4ba48c65db9c25bb7cac995431a495c5,David Greene Bookplate,Rococo,design,
19815,22179,46537.jpg,c16781c4321948227193214b68477a5c,Corner of a Garden,Impressionism,flower painting,c.1879
19825,22190,86073.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Solveig's mother,Art Nouveau (Modern),design,1912
19831,22198,35754.jpg,5b1936d87ff54fec96bb1eeeee2621d6,Cattle Seen Against the Sun on the Island of Saltholm. A Color Study,Impressionism,animal painting,1892.0
19833,22200,17294.jpg,69f6f4c214746e0b58ebc3038ba05d3a,The Discovery of Honey by Bacchus,High Renaissance,mythological painting,1505.0
19834,22201,28878.jpg,397c63db1c7b507d23abff3f8bb0fa18,Nude man seated on the ground with one leg extended,Baroque,nude painting (nu),1646
19836,22204,1425.jpg,11a3a604361b93a2f3c2c34b5a82a668,Untitled (Harbor Scene),Romanticism,marina,
19856,22227,11775.jpg,481c5c92d55717167e01821144a54635,Self Portrait,Impressionism,self-portrait,1903
19858,22229,88425.jpg,db1318d32df7428076e03513ebf762bb,Vase of Flowers Pansies,Realism,flower painting,
19859,22230,26714.jpg,c8c719bbaa146ed79fe08d536dc2dd7e,Nebuchadnezzar,Symbolism,symbolic painting,1795
19862,22234,20275.jpg,0d138ffcc570102982abc5b16d398107,Self-Portrait,Romanticism,self-portrait,1875
19880,22252,85360.jpg,de42ef05d5901837bbe974fdb3c30ba5,Woman with white stockings,Realism,nude painting (nu),1861
19925,22302,2063.jpg,8f59e3f70611b198f0536f60187cb64b,Education of Jupiter,Baroque,mythological painting,
19927,22304,9018.jpg,cc47068929413a16aa707faefbdf4b70,Renee,Art Deco,design,
19932,22309,39375.jpg,3cbb44e1535a883c98f70588daf6163f,Andromeda Chained to the Rock by the Nereids,Romanticism,mythological painting,1840.0
19936,22315,22460.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,1998
19964,22347,47512.jpg,d09f796f2b0aa11dffc88badd9806119,On the sea,Romanticism,marina,
19973,22358,25492.jpg,7cb31b7c45a0173bcf51b46ecc47cce2,Untitled ,Surrealism,figurative,1936.0
19999,22384,63475.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Bouquet of Flowers,Romanticism,flower painting,1850
20004,22391,30335.jpg,d726ec797ea4a9d73a46fc21756265e1,Self-Portrait,Baroque,self-portrait,c.1635
20009,22396,71710.jpg,dd4989789d310581024ae2b9203d5439,Roses and Jasmine in a Delft Vase,Impressionism,flower painting,1881
20016,22404,40002.jpg,7956d013c59d256c4f12fcf02d6d8d5e,Winged Creature on Silvery Ground,Surrealism,figurative,1938.0
20017,22405,55175.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20032,22423,24435.jpg,45f4183820ce1fa775f8a27d3120aad6,"Sketch for Glinka's opera ""Ivan Susanin"". Warriors",Art Nouveau (Modern),design,1944
20033,22425,90463.jpg,9b97b479032a80f1d0b12175e1360a22,"Schooner in Fairhaven Harbor, Sunrise ",Romanticism,marina,1859.0
20034,22426,97398.jpg,c9380d13360b37f21cfd174d92a7247e,Red Cockerel,Naïve Art (Primitivism),animal painting,
20040,22433,25312.jpg,2fcffbadf77e4311e228c45eeb7408c6,The Large Farm,Surrealism,figurative,1963.0
20045,22438,32709.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Woman with Red Shawl,Magic Realism,nude painting (nu),1920
20066,22461,12040.jpg,481c5c92d55717167e01821144a54635,Roses in a Glass,Impressionism,flower painting,1877
20085,22483,38197.jpg,db1318d32df7428076e03513ebf762bb,Butterflies,Post-Impressionism,animal painting,
20094,22493,59771.jpg,db1318d32df7428076e03513ebf762bb,Struggle between Woman and Centaur,Symbolism,mythological painting,c.1905
20100,22499,44677.jpg,8cdd41002b7b5c5d112865054a7fe13e,Three Nudes in the Forest,Expressionism,nude painting (nu),1933
20102,22501,95388.jpg,3070182db82f8b5d908168d99bed421e,Still life with standing nude,Expressionism,nude painting (nu),
20109,22508,3357.jpg,aceaa52f487dd19129857232b2eeb3d5,Nasturtiums,Realism,flower painting,
20113,22512,67005.jpg,db1318d32df7428076e03513ebf762bb,Orpheus,Symbolism,mythological painting,
20117,22518,61304.jpg,b0a8029c99e6a75f2ff557b94e981de0,Ariadne,Romanticism,mythological painting,1898
20122,22523,97634.jpg,9b97b479032a80f1d0b12175e1360a22,Breezy Day off a Headland ,Romanticism,marina,1862.0
20131,22534,86867.jpg,de42ef05d5901837bbe974fdb3c30ba5,Hollyhocks in a Copper Bowl,Realism,flower painting,1872
20136,22539,45498.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20137,22541,2158.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20139,22543,11001.jpg,397c63db1c7b507d23abff3f8bb0fa18,Nude man seated before a curtain,Baroque,nude painting (nu),1646
20140,22545,2028.jpg,39c465a1d078121873a31807ce9dc2ed,Veduta di osyster bay ,Art Nouveau (Modern),design,1908.0
20156,22562,38432.jpg,7c68449eaae30beb352cc02ead18f7dd,King Hobgoblin Sleeping,Symbolism,mythological painting,1896.0
20164,22571,9261.jpg,24ed88087b0ffeb763e89a197a5cde0d,Self-Portrait,Impressionism,self-portrait,1885
20169,22576,102859.jpg,c31b03be3da5810b44ea4782d2f3b8a0,Figure in Blue Grays,Magic Realism,nude painting (nu),1975.0
20172,22579,89265.jpg,c31b03be3da5810b44ea4782d2f3b8a0,Symphonic Fantasy,Magic Realism,symbolic painting,
20182,22589,30634.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,1957
20197,22605,32383.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Noekken,Neo-Romanticism,mythological painting,1904.0
20199,22608,84717.jpg,77ef60f317105dc4afb399f0d7cdc731,Figures in a Garden,Surrealism,figurative,1981.0
20204,22615,72571.jpg,7e4dc558dfaf1fde7eb908e370393d00,"Yerres, Reddish Bay Horse in the Stable",Impressionism,animal painting,c.1878
20205,22616,87091.jpg,dd4989789d310581024ae2b9203d5439,Vase of Flowers,Impressionism,flower painting,
20211,22622,31557.jpg,c1f526286c85264efa11bab51eea383c,"Breton Women, the Meeting in the Sacred Grove",Synthetism,symbolic painting,c.1892
20218,22632,5609.jpg,c2b95f8d08729893ae8ef8f5e88e12bc,The Battle between Lapiths and Centaurs,Baroque,mythological painting,1688.0
20232,22646,75272.jpg,d80845360ec772e09996eb8c7678eae6,Untitled,Neo-Expressionism,figurative,
20250,22668,56895.jpg,4ba48c65db9c25bb7cac995431a495c5,John Gardiner Bookplate,Rococo,design,
20261,22681,100216.jpg,5812210a97c83da1fda716a1300aab50,Vase with Violets,Realism,flower painting,
20275,22696,97706.jpg,3937af6d364e2f24d1cce16fe3916536,Collective Invention,Surrealism,symbolic painting,1934
20280,22701,29922.jpg,2cd87bc71a43270dc7ce0917f6f6d980,At The Relton Arms,Art Nouveau (Modern),design,
20283,22704,2871.jpg,a0bea43af922f99fdf6507ab2918b65d,Yarmouth Jetty,Romanticism,marina,1811.0
20288,22710,28148.jpg,fa82d5d5a7b16f3656ba0ea719f02080,Coastal Scene in Sumatra,Realism,marina,
20295,22717,101352.jpg,d69b165b98e6f4774f504d1e00de0a68,Praporele florilor,Abstract Expressionism,figurative,1976.0
20296,22718,87346.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Japan (odalisque) ,Art Nouveau (Modern),nude painting (nu),1916
20306,22728,22545.jpg,dd4989789d310581024ae2b9203d5439,Roses in a Vase,Impressionism,flower painting,1912
20307,22730,52053.jpg,95a8465dadc82cca6ae8083d62c4877b,Lugano,Surrealism,symbolic painting,1939.0
20310,22733,21973.jpg,02b866899dc71a00364337e830d075d7,Self Portrait with a Friend,High Renaissance,self-portrait,
20311,22734,8341.jpg,c31b03be3da5810b44ea4782d2f3b8a0,Seven White Horses,Magic Realism,animal painting,
20314,22738,15907.jpg,d09f796f2b0aa11dffc88badd9806119,Strong wind,Romanticism,marina,1856
20320,22746,21955.jpg,dd4989789d310581024ae2b9203d5439,Nude in a Straw Hat,Impressionism,nude painting (nu),1892
20328,22754,11189.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,India ,Art Nouveau (Modern),nude painting (nu),1916
20329,22755,82410.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,India,Art Nouveau (Modern),nude painting (nu),1916
20333,22759,38247.jpg,c56bcab4b317984013ebef5d3c4b5906,Harbor Scene,Impressionism,marina,c.1900
20348,22776,315.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20359,22788,27931.jpg,0f69bddfb509bab0de6a977795a2054b,Figura,Neo-Expressionism,figurative,1983.0
20361,22791,17995.jpg,79f6b47483600c140c91e901f746a368,Woman with Shell,Realism,nude painting (nu),1885
20369,22803,1018.jpg,831614e9da7ff241dc5783f098dd0107,Bacchante,Divisionism,nude painting (nu),1906.0
20378,22812,99815.jpg,453ddca2bf25d4cd2c01a88f9ab2c376,Self Portrait,Symbolism,self-portrait,1885
20379,22814,65497.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20400,22835,40506.jpg,9c33ab681802c2be485f30761c2fc923,Self-portrait ,Realism,self-portrait,1870
20413,22848,56189.jpg,a6027a4ba71b61a55ea598379c9d508c,After the Bath,Impressionism,nude painting (nu),1896
20442,22879,61752.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,The Death of Hippolytus,Romanticism,mythological painting,1860
20445,22883,41495.jpg,95170250b9a5101b11db6d60acfc9f86,Flower Abstraction,Precisionism,flower painting,
20450,22889,10089.jpg,db1318d32df7428076e03513ebf762bb,Vase of Flowers,Realism,flower painting,
20457,22897,59913.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Siam ,Art Nouveau (Modern),nude painting (nu),1916
20459,22899,33373.jpg,0eeac4ecff259dc515be795e1a76019a,Self Portrait ,Art Nouveau (Modern),self-portrait,1912.0
20465,22905,38913.jpg,48b59a894aafec218cbda701ca69da89,Self Portrait,Naïve Art (Primitivism),self-portrait,1922.0
20483,22927,20091.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Turkey (Two odalisques) ,Art Nouveau (Modern),nude painting (nu),1916
20485,22929,55363.jpg,ed9cf03b71a8a71d41ecb4e8406a0877,"Sketch of makeup for Satan to ""Diary of Satan"" (by L. Andreev) ",Symbolism,design,1922
20495,22940,50049.jpg,dd4989789d310581024ae2b9203d5439,Vase of Roses,Impressionism,flower painting,
20515,22964,24496.jpg,ccb8b07e7e3d837b2cd08d3edaf009cd,Deer in the Dell ,Romanticism,animal painting,1909.0
20519,22968,29040.jpg,24ed88087b0ffeb763e89a197a5cde0d,Daffodils,Impressionism,flower painting,1885
20520,22970,1849.jpg,65480b01494c26cf15fcd30e2b266258,Self-Portrait Jumping,Neo-Dada,self-portrait,1974.0
20527,22980,65224.jpg,df97efdcbefba87d3aad1aaa3f413ceb,Sleeping Venus,Baroque,mythological painting,c.1602
20540,22994,11843.jpg,739ad39c672e781a5cee3c07ecb9f646,Blue and Silver Trouville,Realism,marina,1865
20542,22996,56475.jpg,9b97b479032a80f1d0b12175e1360a22,Fresh Breeze of Sandy Hook ,Romanticism,marina,1860.0
20552,23007,3002.jpg,2196c96d3612334fa07aa43daa6ef322,Bouquet of Flowers,Naïve Art (Primitivism),flower painting,1909
20561,23018,67815.jpg,17d7e6e3171d68e616897f0e09745ae9,The First Animals,Cubism,animal painting,1913
20575,23032,52247.jpg,71c4b71a3e90c57f17337b31d44c1eac,Vulcan's Forge  ,Mannerism (Late Renaissance),mythological painting,1565
20581,23038,48482.jpg,6b0977530441fce40ce3cdbeb4ecc06b,Blue Vertical,Constructivism,figurative,
20585,23042,38550.jpg,0f69bddfb509bab0de6a977795a2054b,Untitled,Neo-Expressionism,figurative,1984.0
20596,23056,93633.jpg,dd4989789d310581024ae2b9203d5439,Bouquet of Roses,Impressionism,flower painting,
20604,23064,42997.jpg,40f86d376acde0d9862ce7493745bdae,"Invisible Sleeping Woman, Horse, Lion",Surrealism,symbolic painting,1930
20608,23068,93462.jpg,b6095eab35b7f0abfbe5687ed8329293,Mars,Baroque,mythological painting,c.1640
20609,23069,20904.jpg,d09f796f2b0aa11dffc88badd9806119,Sea on a moonlit night,Romanticism,marina,1858
20623,23087,50950.jpg,db1318d32df7428076e03513ebf762bb,Bouquet of Wild Flowers,Realism,flower painting,c.1910
20653,23123,92571.jpg,e30d5f45c6dc5527ed6a99dda601fc21,Orchid with Two Hummingbirds,Romanticism,animal painting,1871.0
20654,23124,6789.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Solitaire (also known as Nude Playing Cards),Magic Realism,nude painting (nu),1912
20656,23127,42941.jpg,aceaa52f487dd19129857232b2eeb3d5,Bouquet of Peonies and Iris,Realism,flower painting,1884
20667,23139,82957.jpg,1950e9aa6ad878bc2a330880f77ae5a1,Nude gathering flowers,Naïve Art (Primitivism),nude painting (nu),1958
20674,23148,82637.jpg,18f16730ca9e273f2a9064086f851365,Kenilworth Castle ,Romanticism,animal painting,1804.0
20683,23159,34264.jpg,aceaa52f487dd19129857232b2eeb3d5,Spring Flowers,Realism,flower painting,1879
20686,23162,80640.jpg,cc47068929413a16aa707faefbdf4b70,"Sheerazade, Calyph's Favorite",Art Deco,design,
20690,23168,4997.jpg,4a7e26908b4a076a025f4ae395f2a21f,La famille,Expressionism,figurative,1991.0
20700,23178,18481.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20716,23197,92085.jpg,062244b785e58518f2f189329633c59e,"Sketch for the spectacle, Honor and Revenge, by Fiodor Sollogub",Art Nouveau (Modern),design,1908.0
20719,23200,101841.jpg,e30d5f45c6dc5527ed6a99dda601fc21,Sailing by Moonlight,Luminism,marina,1860.0
20725,23208,91049.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Title page and key monogram of The Mountain Lover,Art Nouveau (Modern),design,
20726,23209,61486.jpg,9a85697fd693e11f87846ebc70c00227,Minerva or Pallas Athena,Art Nouveau (Modern),mythological painting,1898
20741,23227,53157.jpg,de42ef05d5901837bbe974fdb3c30ba5,"The Cellist, Self Portrait",Romanticism,self-portrait,1847
20744,23231,1131.jpg,be80d7a4e112407465a49e215d44a61e,Lithuanian Graveyard,Symbolism,symbolic painting,1909
20749,23236,84093.jpg,dc589f213ba7bd398714ac2796b7c0ab,Laocoon and His Sons,Baroque,mythological painting,1601
20752,23239,15120.jpg,aceaa52f487dd19129857232b2eeb3d5,Lilacs,Realism,flower painting,1872
20763,23254,30806.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
20769,23261,67448.jpg,13fb1d497e1759ed5311c5222fb02685,Nude wash,Academicism,nude painting (nu),
20771,23264,50921.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Nude Resting,Impressionism,nude painting (nu),1888
20775,23268,77057.jpg,d105584f25708b3f695175a6b3871fe1,Figures In A Spring Landscape,Symbolism,nude painting (nu),1897
20778,23272,94648.jpg,0c491bebb405572a8fca52e950a45c20,The leap of the rabbit,Expressionism,animal painting,1911
20787,23282,61418.jpg,861c29e13205420326f7443ea77de5c9,Boats at Royan,Post-Impressionism,marina,1910.0
20795,23290,14488.jpg,e04c195189eb07ca9efecb5b27abefe6,Oiso,Ukiyo-e,nude painting (nu),
20798,23293,76241.jpg,65dff6233b320b226f1d37d2ad9ac1d5,Flowers,Expressionism,flower painting,1943
20807,23307,12129.jpg,b7e02e2e632602fb7a034646576bd9af,Magnolia and Erect Rock,Ink and wash painting,flower painting,
20808,23308,68239.jpg,b59f3b556ce036d42a93dea4c3f1ba48, The Forge of Vulcan,Neoclassicism,mythological painting,1754
20829,23330,17498.jpg,2cd87bc71a43270dc7ce0917f6f6d980,The Girl From The Farm,Art Nouveau (Modern),design,
20837,23339,49610.jpg,2cd87bc71a43270dc7ce0917f6f6d980,Front Cover,Art Nouveau (Modern),design,
20839,23341,23733.jpg,2cd87bc71a43270dc7ce0917f6f6d980,At the First Coner,Art Nouveau (Modern),design,
20848,23351,56843.jpg,a307cd4bcbf222077ffebb8ebb6be753,Nude,Expressionism,nude painting (nu),1912
20852,23355,1725.jpg,4ba48c65db9c25bb7cac995431a495c5,Paul Revere Bookplate,Rococo,design,
20859,23363,48686.jpg,3a320926ef941d53716127548523450c,The Wreck of a Transport Ship,Romanticism,marina,c.1810
20862,23366,30353.jpg,5ae394770a82dac7cea5d95ef6482a11,Bullfight,Abstract Expressionism,animal painting,2001
20863,23367,30909.jpg,d7f21b854745372690a1896b8342d19f,Jupiter and Semele,Symbolism,mythological painting,1895
20866,23370,20598.jpg,40f86d376acde0d9862ce7493745bdae,The Colossus of Rhodes,Surrealism,mythological painting,1954
20879,23385,88415.jpg,4415dad1b56081b834a4542e511ae030,Self-Portrait,Post-Impressionism,self-portrait,1927
20886,23393,57572.jpg,bc0ddf03c667c5edb17982be481ef360,Flowers on the windowsill ,Post-Impressionism,flower painting,1913
20888,23395,26128.jpg,48cba981956af4b4aa3500193c42dce9,Hercules defeating the vices,Mannerism (Late Renaissance),mythological painting,1600.0
20892,23399,7571.jpg,24ed88087b0ffeb763e89a197a5cde0d,The Isle of Wight,Impressionism,marina,1875
20916,23427,81759.jpg,5aabfc58470d01bb2362795a44a2603b,The Coast of Bellangenay,Post-Impressionism,marina,
20940,23455,41401.jpg,f48435add3bf940b6840dfc5e9b2497b,Mademoiselle Lange as Venus,Romanticism,nude painting (nu),1798.0
20955,23472,6195.jpg,7a5b41c727b25762d24cee788163a1d7,Procession of the Magus Caspar (detail),Early Renaissance,animal painting,1461
20956,23473,37074.jpg,48125751a4f9a9e0bddd2f08cec9f2de,Landscape with Mercury and Argus,Baroque,mythological painting,1606.0
20960,23477,83819.jpg,dd4989789d310581024ae2b9203d5439,Roses in a Blue Vase,Impressionism,flower painting,c.1906
20961,23478,83082.jpg,d102cde968c819e615f13f13ade83a3c,not identified,Post-Impressionism,nude painting (nu),
20965,23482,53198.jpg,5d5f7a155a3255d81429fb45f311af9a,Factory,Cubism,figurative,1920
20966,23483,77085.jpg,129349585c3d1f312535b6619fc36bf7,Flowers 1,Realism,flower painting,1884
20972,23493,67437.jpg,6b0977530441fce40ce3cdbeb4ecc06b,The Engineer,Socialist Realism,figurative,1945.0
20976,23497,91728.jpg,62b4406512c45730d2c7c40f5e3d0d12,Leaf customs,Surrealism,symbolic painting,1925
20978,23499,92976.jpg,93ffc461ef024941051c765c3e1d0d2b,Relógio,Surrealism,figurative,
20988,23511,71642.jpg,db1318d32df7428076e03513ebf762bb,Vase of Flowers,Realism,flower painting,c.1905
20991,23514,72407.jpg,13fb1d497e1759ed5311c5222fb02685,Self-portrait,Realism,self-portrait,1858
20993,23517,9468.jpg,cc47068929413a16aa707faefbdf4b70,Feathers,Art Deco,design,
21004,23530,88344.jpg,dd4989789d310581024ae2b9203d5439,Sailboats at Argenteuil,Impressionism,marina,1874
21010,23536,93329.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
21014,23541,12984.jpg,a99717da98d30c6c8cf7f2dd697cf6b7,Marina,Expressionism,marina,
21019,23549,88076.jpg,c31b03be3da5810b44ea4782d2f3b8a0,Ocean Splash,Magic Realism,marina,1991.0
21030,23561,101448.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Nude Blond Woman with Tangerines,Magic Realism,nude painting (nu),1913
21056,23591,17690.jpg,e30d5f45c6dc5527ed6a99dda601fc21,Thunderstorm on Narragansett Bay,Luminism,marina,1868.0
21071,23608,20483.jpg,17d7e6e3171d68e616897f0e09745ae9,Blue Horse I,Expressionism,animal painting,1911
21088,23626,4310.jpg,3cc9a44380296d93e68b71a27643c25f,The Battle of Love,Post-Impressionism,mythological painting,1880
21091,23630,65384.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,Muse,High Renaissance,mythological painting,
21127,23673,40830.jpg,d09f796f2b0aa11dffc88badd9806119,Tempest,Romanticism,marina,1872
21130,23676,62573.jpg,1950e9aa6ad878bc2a330880f77ae5a1,Faun's head,Surrealism,mythological painting,1938
21136,23682,80427.jpg,6e606cd9cf9660466b26b6c94f6d7240,Summer Squall,Realism,marina,1904
21137,23683,4433.jpg,db1318d32df7428076e03513ebf762bb,Vase de Fleurs,Realism,flower painting,
21140,23686,6214.jpg,5aabfc58470d01bb2362795a44a2603b,Two girls bathing,Post-Impressionism,nude painting (nu),1887
21142,23688,1112.jpg,9aedafc30e2a675b8d761b0b313e2376,Portrait of Marie-Louis O’Murphy (Nude on a Sofa),Rococo,nude painting (nu),1752
21144,23690,75172.jpg,5f766392b0bb21a9a771c4675efccd5f,Berendeyki ,Romanticism,design,1885.0
21164,23712,23009.jpg,532e0ad34cdaa061ce13a3efd91fab6c,The Rape of the Sabine Women,Baroque,mythological painting,1629
21166,23714,47382.jpg,24469767ca1b3b1707c5806ba71eaba8,Sailboats,Expressionism,marina,1921
21173,23723,55831.jpg,9b97b479032a80f1d0b12175e1360a22,"Shipwreck off Nantucket (also known as Wreck off Nantucket, after a Storm) ",Romanticism,marina,1861.0
21190,23744,81472.jpg,771559963bfcd943ed664be114b79859,Roses in a Silver Bowl on a Mahogany Table,Impressionism,flower painting,c.1890
21197,23751,65490.jpg,53efe257b862c27252c60469be27c344,Cişmeaua de pe strada Spătarului,Impressionism,figurative,
21200,23754,7640.jpg,1e8267251976e6f3b771b00f32c5798b,"Self Portrait, Facing Right",Impressionism,self-portrait,1907
21205,23759,16427.jpg,c31b03be3da5810b44ea4782d2f3b8a0,Nude,Magic Realism,nude painting (nu),
21208,23763,88911.jpg,dd4989789d310581024ae2b9203d5439,Spring Bouquet,Impressionism,flower painting,1866
21212,23767,27665.jpg,432293389a2760f3a640b17fa584321f,Dream in the People's Park,Surrealism,symbolic painting,1960
21224,23779,80401.jpg,e9cccfc2addb4f5f89a333f5b5deb834,The Battle of Athos ,Romanticism,marina,1853
21228,23784,37628.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Horse,Romanticism,animal painting,
21242,23799,56365.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
21243,23800,52233.jpg,d09f796f2b0aa11dffc88badd9806119,The Shipwreck,Romanticism,marina,1876
21250,23807,81304.jpg,8015301cc7d239fbb7a6a693e708d2b1,Flowers Sun,Impressionism,flower painting,
21252,23811,102537.jpg,24ed88087b0ffeb763e89a197a5cde0d,Venus at the Forge of Vulcan (after Boucher),Impressionism,mythological painting,1884
21256,23815,15084.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,
21274,23834,101362.jpg,f1bf4844729d425f9ae894a7cfae5650,Lion Drinking ,Realism,animal painting,1897
21279,23839,9800.jpg,a6027a4ba71b61a55ea598379c9d508c,The Bath,Impressionism,nude painting (nu),c.1894
21280,23842,25539.jpg,dd4989789d310581024ae2b9203d5439,A Bouquet of Roses,Impressionism,flower painting,1879
21286,23848,102690.jpg,cc47068929413a16aa707faefbdf4b70,Costume Design,Art Deco,design,
21290,23853,90555.jpg,6b0977530441fce40ce3cdbeb4ecc06b,Blue Figure,Constructivism,figurative,1927.0
21301,23868,68829.jpg,10fa8daca394c750f0112da41df65021,Painting,Automatic Painting,symbolic painting,1927
21305,23873,38190.jpg,f1cff986926d66d5db074602691020cc,The Twentieth Century,Metaphysical art,symbolic painting,1927.0
21309,23877,51994.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Seascape with Pines and Overhanging Clouds,Impressionism,marina,1901.0
21333,23905,52760.jpg,769fd20b5a94abceedf78a99a71c1134,Istar Ida Rubinstein as Istar  ,Art Nouveau (Modern),design,1924.0
21341,23915,64011.jpg,f7e1cb7b67e7b154d9dca7d12879d7b0,Shchegolikha,Art Nouveau (Modern),design,1912
21343,23917,365.jpg,c3efe083ec89d6cf6fd0eca1b1b1e880,Invention of a Dream,Surrealism,symbolic painting,1960.0
21344,23918,21552.jpg,53128585a400eea9a4df4ff3ec89db41,The Models,Pointillism,nude painting (nu),1888
21345,23919,38829.jpg,4f616f2a876dad7850ce66f465503a5d,"Harbour Window with Two Figures, St Ives: July 1950",Expressionism,figurative,1950
21347,23921,32134.jpg,dd1e99aa9c15008b8656242701a30801,Antiochus and Stratonice,Neoclassicism,mythological painting,1774
21349,23923,33714.jpg,9b97b479032a80f1d0b12175e1360a22,Coastal Scene at Sunset ,Romanticism,marina,1869.0
21354,23928,36042.jpg,95170250b9a5101b11db6d60acfc9f86,Red Canna ,Precisionism,flower painting,1923.0
21372,23948,91180.jpg,c6a2545723847ff0987e5efd82912ffa,The Wood,Pointillism,nude painting (nu),1907
21377,23953,98574.jpg,dd4989789d310581024ae2b9203d5439,Peonies,Impressionism,flower painting,1878
21380,23956,47489.jpg,9dab8b8158b158b64cd858ca79a7893d,"Lotus Flowers [Oya, Japan] ",Impressionism,flower painting,1900.0
21387,23963,25466.jpg,dc589f213ba7bd398714ac2796b7c0ab,The Drunken Silenus,Baroque,mythological painting,c.1620
21391,23967,32209.jpg,c9cd113b30213d965c9ac0c385319c94,Interieur chapelle Saint Blaise ,Expressionism,flower painting,1959.0
21398,23975,69463.jpg,cc47068929413a16aa707faefbdf4b70,"Fan-bearing slave girl, Legendary Kings",Art Deco,design,
21403,23981,62498.jpg,aceaa52f487dd19129857232b2eeb3d5,Roses in a Bowl,Realism,flower painting,1883
21408,23988,68720.jpg,17d7e6e3171d68e616897f0e09745ae9,The Enchanted Mill,Cubism,symbolic painting,1913
21411,23991,78248.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Odalisque,Orientalism,nude painting (nu),1857
21417,23998,17883.jpg,5fc2ffdd3d24ab503edd9a271dc379bd,Bouquet of Flowers in a Glass beside a Tobacco Pot,Realism,flower painting,c.1874
21433,24016,436.jpg,831614e9da7ff241dc5783f098dd0107,"La Baigneuse, (Nu) ",Neoclassicism,nude painting (nu),1937.0
21435,24020,98102.jpg,1e7ffd6f66de716c62c8b9c89c21494f,Deer,Post-Impressionism,animal painting,1893.0
21444,24030,72594.jpg,dd4989789d310581024ae2b9203d5439,Self-Portrait with a White Hat,Impressionism,self-portrait,1910
